   7.0459700e+05	   5.3674000e+05	
   9.6666400e+05	   1.0228300e+05	
   1.1946000e+04	   8.4094300e+05	
   8.0570400e+05	   5.9444100e+05	
   6.2504800e+05	   2.6598700e+05	
   9.5490000e+04	   7.3467300e+05	
   3.3229200e+05	   3.0597800e+05	
   6.3406000e+05	   3.6697400e+05	
   9.9982700e+05	   1.7260000e+03	
   9.9719200e+05	   7.9940000e+03	
   8.8526000e+04	   7.1774600e+05	
   9.9879700e+05	   3.0800000e+02	
   7.6589800e+05	   8.9012000e+05	
   4.7486100e+05	   8.2918500e+05	
   7.6261600e+05	   2.1558600e+05	
   4.1879900e+05	   5.3786100e+05	
   4.5060000e+05	   6.2348900e+05	
   9.3184800e+05	   1.1525600e+05	
   9.2058800e+05	   7.0856000e+04	
   9.2178700e+05	   2.8321000e+05	
   7.4904800e+05	   1.1119700e+05	
   1.1362200e+05	   9.8383600e+05	
   7.6338700e+05	   5.1368000e+04	
   9.4847400e+05	   6.7042000e+04	
   6.8754200e+05	   5.5268200e+05	
   8.4959400e+05	   2.2452300e+05	
   7.6635200e+05	   6.8992000e+04	
   3.8077700e+05	   7.8694200e+05	
   6.1557200e+05	   4.4545600e+05	
   2.1555800e+05	   5.5607400e+05	
   8.1283600e+05	   3.1971700e+05	
   1.2567600e+05	   9.1486700e+05	
   1.4256400e+05	   9.8483500e+05	
   2.0911400e+05	   7.2285000e+05	
   1.6190000e+03	   9.8533100e+05	
   9.2483700e+05	   7.3030000e+04	
   6.2748200e+05	   7.8336000e+04	
   2.2514600e+05	   8.2036900e+05	
   9.1470300e+05	   9.9330000e+03	
   4.3493000e+04	   8.8634400e+05	
   4.5928200e+05	   4.6683600e+05	
   4.0460400e+05	   7.5811300e+05	
   6.2521500e+05	   2.7551000e+04	
   6.2280600e+05	   6.1812400e+05	
   1.9355200e+05	   6.4815800e+05	
   4.8801300e+05	   2.2609600e+05	
   4.3452000e+05	   5.5040000e+05	
   7.3490200e+05	   3.5861800e+05	
   8.6286100e+05	   1.2942200e+05	
   8.6634400e+05	   3.8440000e+04	
   1.9388900e+05	   9.2143300e+05	
   5.3083100e+05	   5.2253500e+05	
   1.1235200e+05	   7.0786800e+05	
   1.3274700e+05	   9.4745100e+05	
   4.9726800e+05	   5.8931400e+05	
   9.3731700e+05	   2.3483000e+04	
   2.2074900e+05	   8.3851200e+05	
   6.4482200e+05	   8.4663000e+04	
   4.1076200e+05	   3.2482900e+05	
   8.6807900e+05	   2.1099900e+05	
   1.3806300e+05	   8.6821900e+05	
   5.1298600e+05	   5.0648400e+05	
   7.0970600e+05	   5.4596000e+04	
   8.6446700e+05	   3.4854400e+05	
   9.3873100e+05	   3.1621300e+05	
   5.3423900e+05	   7.3619600e+05	
   6.7903000e+04	   8.0263600e+05	
   2.2895200e+05	   6.3964200e+05	
   1.4421300e+05	   5.9437200e+05	
   9.9062500e+05	   4.1794000e+04	
   2.6907900e+05	   7.4013300e+05	
   7.7279300e+05	   1.4426600e+05	
   4.2370700e+05	   7.5980100e+05	
   8.1289400e+05	   4.2089900e+05	
   2.2218100e+05	   8.4283000e+05	
   8.0417000e+04	   7.4848700e+05	
   7.7459000e+04	   6.3111200e+05	
   6.8729400e+05	   5.0031100e+05	
   4.2960700e+05	   8.4380700e+05	
   4.2228400e+05	   2.6854100e+05	
   9.2209600e+05	   6.9400000e+03	
   6.1469800e+05	   7.3512800e+05	
   5.7840400e+05	   4.2259800e+05	
   9.4382300e+05	   2.8655600e+05	
   2.1056400e+05	   8.9156300e+05	
   7.5698100e+05	   9.8795000e+04	
   7.9816600e+05	   1.7691200e+05	
   4.0372600e+05	   3.7980500e+05	
   5.8537800e+05	   4.7419500e+05	
   1.2183900e+05	   9.4870800e+05	
   1.2549400e+05	   8.2944000e+05	
   5.4176200e+05	   8.9486000e+04	
   7.6493100e+05	   5.6488800e+05	
   9.9513800e+05	   1.9377000e+04	
   2.5242100e+05	   6.0171600e+05	
   5.7429900e+05	   7.9009000e+04	
   4.6712700e+05	   6.1422500e+05	
   2.6617000e+04	   9.5482200e+05	
   3.3034300e+05	   7.1032000e+05	
   3.6352000e+04	   7.8491600e+05	
   7.9965100e+05	   1.3341400e+05	
   1.8726200e+05	   5.6380700e+05	
   5.3986500e+05	   8.3951300e+05	
   2.9303900e+05	   4.7742400e+05	
   6.1925300e+05	   3.5910800e+05	
   2.7414400e+05	   4.7853700e+05	
   6.8792100e+05	   5.6138300e+05	
   7.7015700e+05	   2.7463700e+05	
   9.5654100e+05	   9.2449000e+04	
   4.2304000e+05	   7.6391400e+05	
   1.6244000e+04	   9.8282000e+05	
   2.0057000e+05	   8.7353300e+05	
   9.1222700e+05	   9.0560000e+03	
   1.4182500e+05	   8.3883500e+05	
   8.3171200e+05	   4.2505000e+05	
   5.4936200e+05	   5.4409500e+05	
   9.2459800e+05	   2.7150500e+05	
   2.4945000e+04	   9.9775400e+05	
   4.2164100e+05	   8.1787900e+05	
   1.1355300e+05	   6.1499600e+05	
   9.9818100e+05	   2.3680000e+03	
   7.9537600e+05	   2.3170500e+05	
   9.1604800e+05	   6.8279000e+04	
   1.4498700e+05	   7.8790500e+05	
   3.1967200e+05	   8.6687900e+05	
   3.9263100e+05	   4.5983700e+05	
   8.6399000e+05	   1.4676700e+05	
   3.9055500e+05	   5.3416100e+05	
   7.5851700e+05	   4.3781200e+05	
   2.0094000e+04	   9.8819900e+05	
   3.6172600e+05	   5.7667800e+05	
   2.0508700e+05	   6.8033000e+05	
   5.7391000e+04	   9.6575800e+05	
   6.9426400e+05	   5.1100600e+05	
   6.1102200e+05	   5.2683800e+05	
   5.1335400e+05	   9.7337800e+05	
   9.1155000e+04	   8.6125200e+05	
   8.7023300e+05	   2.4283000e+05	
   6.3689800e+05	   3.7060100e+05	
   3.8244500e+05	   7.2877300e+05	
   5.0913100e+05	   3.6945000e+05	
   3.9666200e+05	   7.9224100e+05	
   4.0041000e+04	   9.9374900e+05	
   3.8757300e+05	   6.1014400e+05	
   2.0288300e+05	   7.3371900e+05	
   1.6373900e+05	   6.7194300e+05	
   1.2375800e+05	   7.3923100e+05	
   2.9682400e+05	   2.7583000e+05	
   2.2608000e+04	   9.4177800e+05	
   8.3253500e+05	   9.6768000e+04	
   6.9848900e+05	   6.3212500e+05	
   4.9201100e+05	   5.4360800e+05	
   4.8613100e+05	   5.2423100e+05	
   2.1238800e+05	   9.3025100e+05	
   8.4582400e+05	   3.0031000e+04	
   4.4701100e+05	   6.1957600e+05	
   2.3745000e+05	   4.7483600e+05	
   9.1171400e+05	   7.1170000e+04	
   4.1107900e+05	   6.3114300e+05	
   2.7792100e+05	   8.4285000e+05	
   3.8447300e+05	   3.9474600e+05	
   1.9824000e+05	   8.4380700e+05	
   1.3133000e+05	   9.6173200e+05	
   9.9423200e+05	   5.6410000e+03	
   9.5108800e+05	   2.7450000e+04	
   6.2078200e+05	   4.0011600e+05	
   1.0435500e+05	   9.1649000e+05	
   1.9339100e+05	   7.5593100e+05	
   4.2993700e+05	   3.6370700e+05	
   7.8564900e+05	   2.8636200e+05	
   9.1429000e+04	   8.8294600e+05	
   9.9070000e+03	   9.4488500e+05	
   7.3655000e+04	   6.8686500e+05	
   6.3062600e+05	   4.9776800e+05	
   6.5223200e+05	   3.8101000e+05	
   6.7425000e+05	   2.8124900e+05	
   4.4817100e+05	   3.9184500e+05	
   5.7287100e+05	   3.2738500e+05	
   3.1698300e+05	   4.4457000e+05	
   8.0566200e+05	   9.4478000e+04	
   8.6647000e+04	   9.6774300e+05	
   6.7545600e+05	   3.0541200e+05	
   1.9802200e+05	   3.6000300e+05	
   3.6885500e+05	   4.9001400e+05	
   7.0979400e+05	   5.7691400e+05	
   8.5061900e+05	   1.2421600e+05	
   1.3186100e+05	   9.7503200e+05	
   8.9628400e+05	   6.9940000e+04	
   7.4541900e+05	   1.6356800e+05	
   4.7294600e+05	   2.8583700e+05	
   4.2261000e+05	   8.0358000e+05	
   4.1386800e+05	   4.3094100e+05	
   3.8090400e+05	   6.8894700e+05	
   5.0919300e+05	   1.5689300e+05	
   5.2045300e+05	   3.5025300e+05	
   7.9561600e+05	   3.9538500e+05	
   9.3661700e+05	   2.3305000e+04	
   6.7971900e+05	   3.6562700e+05	
   4.1694600e+05	   6.9033900e+05	
   7.3407700e+05	   7.1461400e+05	
   5.7269000e+05	   5.9408700e+05	
   1.5156000e+05	   9.1801400e+05	
   8.2874600e+05	   1.6554300e+05	
   6.2060200e+05	   2.7661100e+05	
   5.5376300e+05	   4.7040300e+05	
   6.9681000e+05	   1.7151600e+05	
   6.0311000e+05	   6.7872000e+05	
   1.7322800e+05	   8.8851800e+05	
   4.3552000e+05	   7.6033100e+05	
   4.4193900e+05	   8.0875400e+05	
   2.9735900e+05	   6.4089700e+05	
   9.5372600e+05	   4.5325000e+04	
   1.9058900e+05	   8.4517700e+05	
