   8.2844000e+05	   6.0705800e+05	   9.3442400e+05	
   7.4943900e+05	   8.3346600e+05	   9.2413700e+05	
   6.0325200e+05	   7.4038200e+05	   5.4145900e+05	
   8.7934800e+05	   8.5474300e+05	   9.3723700e+05	
   9.8485400e+05	   9.9561700e+05	   9.5057900e+05	
   8.9553800e+05	   8.7372500e+05	   8.1633800e+05	
   8.1054500e+05	   7.0583000e+05	   7.4766300e+05	
   6.4102700e+05	   7.3154700e+05	   5.2285000e+05	
   6.1741000e+04	   6.0779000e+04	   4.2565600e+05	
   4.1852100e+05	   2.4653400e+05	   3.2370200e+05	
   9.1562000e+04	   2.0187400e+05	   1.5717100e+05	
   2.6794700e+05	   4.2607100e+05	   2.7151500e+05	
   7.3622300e+05	   5.5281200e+05	   4.9540700e+05	
   9.5887500e+05	   8.8809900e+05	   9.7079300e+05	
   5.7780000e+03	   2.7305000e+04	   2.8988000e+04	
   1.1694500e+05	   5.3106200e+05	   1.4828800e+05	
   6.0648900e+05	   8.5204500e+05	   6.0293900e+05	
   9.9206800e+05	   9.8100800e+05	   9.6489000e+05	
   1.6158000e+04	   7.6640000e+03	   9.6970000e+03	
   4.9061700e+05	   5.2280700e+05	   7.9157600e+05	
   4.5694200e+05	   3.3632100e+05	   6.9582200e+05	
   9.3426300e+05	   9.1747600e+05	   8.5443300e+05	
   6.1601800e+05	   7.7442400e+05	   1.7656700e+05	
   2.6499900e+05	   3.1258500e+05	   2.9348900e+05	
   7.4466000e+04	   1.1426900e+05	   5.2746000e+04	
   2.2897500e+05	   1.0549300e+05	   2.3850500e+05	
   9.0561400e+05	   9.3824500e+05	   7.2847900e+05	
   7.6214200e+05	   8.2795500e+05	   5.6462600e+05	
   3.7200100e+05	   3.3275000e+05	   5.7134000e+05	
   5.3023000e+04	   1.9126000e+04	   1.1133400e+05	
   9.1004500e+05	   9.4807000e+05	   9.5012800e+05	
   3.1257100e+05	   1.7616600e+05	   1.0578100e+05	
   7.2375300e+05	   4.4542800e+05	   6.3573000e+05	
   7.3800900e+05	   8.4251300e+05	   7.7275200e+05	
   8.3403600e+05	   8.7150200e+05	   5.0097500e+05	
   4.8189700e+05	   4.7719800e+05	   7.2663800e+05	
   9.8032100e+05	   9.0986000e+05	   9.8963400e+05	
   5.2988100e+05	   5.1066400e+05	   3.1885800e+05	
   8.1073400e+05	   8.5885900e+05	   7.5869600e+05	
   5.0336200e+05	   4.9841600e+05	   5.8005700e+05	
   6.1634000e+04	   2.6547200e+05	   1.4851500e+05	
   2.2380800e+05	   1.9183800e+05	   6.0919000e+04	
   3.5245500e+05	   2.6646800e+05	   4.6325600e+05	
   7.0687300e+05	   8.3108000e+04	   5.9419100e+05	
   1.7580400e+05	   3.7269500e+05	   3.0960500e+05	
   5.1682700e+05	   8.4807200e+05	   9.3345100e+05	
   9.0439700e+05	   7.1537200e+05	   5.7766600e+05	
   3.2853800e+05	   5.3969600e+05	   2.5944400e+05	
   4.1169300e+05	   6.1362400e+05	   3.7136700e+05	
   4.8912900e+05	   5.5371500e+05	   7.2034800e+05	
   9.3234000e+05	   5.4748300e+05	   9.6330500e+05	
   9.2843300e+05	   9.5803900e+05	   9.2178000e+05	
   4.6354300e+05	   7.8262100e+05	   7.2654600e+05	
   9.7232000e+04	   1.1193400e+05	   1.1238500e+05	
   7.3348800e+05	   4.2324600e+05	   2.8331400e+05	
   8.8951100e+05	   9.7309700e+05	   8.9470500e+05	
   1.5099300e+05	   4.6438700e+05	   8.1647400e+05	
   1.1313100e+05	   2.4170800e+05	   3.0801300e+05	
   5.4366500e+05	   3.6697300e+05	   3.6805900e+05	
   5.0782500e+05	   5.7821600e+05	   7.9932800e+05	
   5.8388200e+05	   6.1200900e+05	   6.7505200e+05	
   1.9055600e+05	   6.6954000e+04	   2.8322800e+05	
   6.9638300e+05	   4.1514900e+05	   2.1682100e+05	
   4.5706100e+05	   1.7518000e+04	   8.4346000e+04	
   3.4910600e+05	   3.4123600e+05	   3.4228200e+05	
   9.3232600e+05	   9.5225300e+05	   9.8877200e+05	
   9.9528800e+05	   9.8801700e+05	   9.8636400e+05	
   5.8166500e+05	   3.4685600e+05	   3.2829400e+05	
   5.0769000e+05	   3.1382900e+05	   3.9278500e+05	
   3.2691400e+05	   6.6533400e+05	   3.3872000e+05	
   2.4420100e+05	   5.2626900e+05	   4.5765800e+05	
   4.4366000e+04	   2.9022100e+05	   1.7138500e+05	
   4.3803900e+05	   2.9032100e+05	   4.8280100e+05	
   6.4928500e+05	   6.9643400e+05	   4.6215000e+05	
   2.5050500e+05	   4.8999800e+05	   6.5578200e+05	
   4.9472600e+05	   6.2187600e+05	   2.6964300e+05	
   3.9258400e+05	   1.4730100e+05	   2.2411900e+05	
   3.1451200e+05	   3.1962200e+05	   1.9936500e+05	
   7.2787100e+05	   9.9411400e+05	   9.6880000e+05	
   4.1950000e+03	   2.9405000e+04	   1.4945000e+04	
   8.3625200e+05	   7.3158000e+05	   7.1457300e+05	
   9.2920800e+05	   9.9496500e+05	   9.9189700e+05	
   3.3420000e+05	   2.0895400e+05	   2.2090400e+05	
   8.3170700e+05	   6.0272200e+05	   7.9121600e+05	
   2.7198100e+05	   2.8113000e+05	   2.0039800e+05	
   3.0859000e+05	   4.8370800e+05	   2.5150500e+05	
   2.2478200e+05	   6.5081000e+04	   1.4917000e+05	
   2.5593700e+05	   1.0524900e+05	   3.6945700e+05	
   3.1968000e+04	   7.3406000e+04	   5.4339000e+04	
   5.7217300e+05	   6.8940700e+05	   5.3489700e+05	
   9.7958900e+05	   7.8361100e+05	   9.4274600e+05	
   4.4590600e+05	   6.5656900e+05	   5.7968100e+05	
   5.1677600e+05	   6.8964200e+05	   2.6328500e+05	
   8.3798400e+05	   3.7772300e+05	   7.3697200e+05	
   8.5132300e+05	   6.7252700e+05	   7.1955600e+05	
   2.7444600e+05	   7.0077000e+04	   3.6668300e+05	
   2.5615800e+05	   3.4278500e+05	   1.9806400e+05	
   9.3172000e+05	   8.7674300e+05	   9.4362900e+05	
   5.9909200e+05	   6.9200700e+05	   3.7806700e+05	
   2.8956400e+05	   3.3513900e+05	   6.5887300e+05	
   9.5719800e+05	   8.9155700e+05	   5.7049900e+05	
   8.4080000e+05	   8.8704700e+05	   7.7199000e+05	
   7.2861000e+05	   7.4542200e+05	   7.8508500e+05	
   6.6273400e+05	   7.4837800e+05	   8.7778200e+05	
   2.3188700e+05	   3.1889300e+05	   4.5665500e+05	
   5.4704100e+05	   8.0234300e+05	   7.7186600e+05	
   6.0751700e+05	   4.5584700e+05	   7.5796300e+05	
   5.6965400e+05	   7.5042100e+05	   5.8151500e+05	
   4.0262900e+05	   5.8360500e+05	   4.7336500e+05	
   7.4675400e+05	   4.4711600e+05	   6.7727100e+05	
   7.3489100e+05	   5.8792100e+05	   3.5692700e+05	
   3.7962400e+05	   5.4379700e+05	   7.6023000e+04	
   8.3646100e+05	   8.8138800e+05	   9.5663200e+05	
   1.3592500e+05	   1.7033100e+05	   1.5350200e+05	
   2.9875200e+05	   4.2577600e+05	   4.6687700e+05	
   4.0718600e+05	   2.8477400e+05	   1.0189800e+05	
   7.0209900e+05	   9.2528200e+05	   9.2958900e+05	
   3.7669400e+05	   2.5772300e+05	   9.7765000e+04	
   7.2877100e+05	   9.5170900e+05	   8.9617800e+05	
   6.4788900e+05	   8.5195400e+05	   9.2563500e+05	
   4.0749800e+05	   4.4429700e+05	   7.1183300e+05	
   4.4769800e+05	   6.4764100e+05	   4.8524600e+05	
   7.4434100e+05	   4.4843300e+05	   7.7462000e+05	
   3.4552500e+05	   2.5649300e+05	   3.0788800e+05	
   7.2354500e+05	   3.9145000e+05	   4.5063600e+05	
   3.2816600e+05	   5.1366700e+05	   2.9176300e+05	
   9.8366200e+05	   9.7935000e+05	   7.7539800e+05	
   2.7799700e+05	   2.1332500e+05	   7.6083000e+04	
   4.3705800e+05	   3.6246000e+05	   4.4732600e+05	
   3.0186500e+05	   4.6871300e+05	   1.3948600e+05	
   8.3975700e+05	   5.6457600e+05	   5.6920400e+05	
   1.2719100e+05	   1.4354400e+05	   3.1654300e+05	
   7.2884600e+05	   5.4509900e+05	   6.7065900e+05	
   4.4303000e+04	   6.7266000e+04	   5.4453000e+04	
   6.2571900e+05	   5.6608700e+05	   6.6368600e+05	
   2.5283100e+05	   1.5970600e+05	   3.4998000e+04	
   9.6008600e+05	   8.5751700e+05	   9.1469700e+05	
   3.2823800e+05	   2.3833800e+05	   3.2599700e+05	
   5.9266800e+05	   4.9934200e+05	   2.0186500e+05	
   4.4221900e+05	   3.6847600e+05	   6.8623700e+05	
   2.6280100e+05	   2.3163600e+05	   7.3414000e+04	
   1.8374400e+05	   1.2545600e+05	   3.0864100e+05	
   2.4134500e+05	   5.9210000e+04	   1.1645100e+05	
   8.6058400e+05	   8.1541400e+05	   7.2486700e+05	
   3.8145100e+05	   5.9114600e+05	   3.6949800e+05	
   6.7602100e+05	   3.5514600e+05	   4.1866700e+05	
   5.5923400e+05	   6.1066000e+05	   3.4166400e+05	
   6.4176200e+05	   6.3742200e+05	   4.4272300e+05	
   3.5004100e+05	   2.5313300e+05	   1.9508600e+05	
   4.8886200e+05	   1.4895700e+05	   4.6273900e+05	
   6.2271400e+05	   7.5986600e+05	   4.1220200e+05	
   5.1688000e+05	   3.0832600e+05	   4.2861500e+05	
   5.0053900e+05	   2.3896700e+05	   4.3587700e+05	
   1.3688500e+05	   2.7123600e+05	   6.2473000e+04	
   8.1560800e+05	   7.5194000e+05	   9.3621500e+05	
   7.8302600e+05	   4.8876000e+05	   2.3680000e+05	
   3.3038000e+04	   9.2959000e+04	   7.8777000e+04	
   8.3455100e+05	   3.5760000e+05	   3.0356000e+05	
   6.5885200e+05	   7.8027400e+05	   7.0623600e+05	
   7.3689500e+05	   7.4581200e+05	   6.3674500e+05	
   5.8145000e+04	   8.9107000e+04	   6.0867000e+04	
   5.0506800e+05	   3.1630200e+05	   2.6094700e+05	
   7.5742500e+05	   7.4925900e+05	   7.8737600e+05	
   2.8369000e+04	   1.5066700e+05	   5.8125000e+04	
   1.2384500e+05	   6.7429000e+04	   8.5186000e+04	
   6.9130500e+05	   8.3696600e+05	   8.8793000e+05	
   3.6118900e+05	   2.4297700e+05	   5.7550700e+05	
   5.9418200e+05	   6.7317600e+05	   7.5025400e+05	
