   3.8014700e+05	   4.9952100e+05	   3.3476500e+05	
   4.7609300e+05	   4.8910800e+05	   1.8753300e+05	
   7.9485100e+05	   7.9519500e+05	   1.6936200e+05	
   3.7396700e+05	   3.8912400e+05	   7.4693900e+05	
   1.7662000e+04	   6.6585700e+05	   8.7609600e+05	
   7.2619700e+05	   2.7530900e+05	   5.7905900e+05	
   1.3354800e+05	   5.7279000e+05	   8.7881200e+05	
   6.5263100e+05	   2.8814000e+04	   9.7732100e+05	
   2.9126500e+05	   8.3089300e+05	   1.6217800e+05	
   8.5430500e+05	   3.4127100e+05	   7.8858700e+05	
   6.8151000e+04	   7.9966200e+05	   4.3797700e+05	
   2.5126600e+05	   5.9613900e+05	   4.7882500e+05	
   6.4420500e+05	   2.3086100e+05	   6.2572900e+05	
   7.4670000e+05	   4.3765300e+05	   9.0442000e+04	
   4.7334500e+05	   9.6531400e+05	   3.8899000e+04	
   3.0892000e+05	   7.2578200e+05	   2.3019200e+05	
   1.2314500e+05	   6.7341700e+05	   3.4930000e+05	
   5.5907800e+05	   9.0170300e+05	   5.3850000e+04	
   1.0150800e+05	   8.8833300e+05	   2.5208100e+05	
   9.8887400e+05	   1.3006200e+05	   1.3222900e+05	
   4.0330500e+05	   3.4793500e+05	   5.6833900e+05	
   7.1013900e+05	   2.0553200e+05	   3.9051800e+05	
   7.2153500e+05	   2.2754900e+05	   1.1598900e+05	
   7.9790900e+05	   2.5784000e+04	   9.7524500e+05	
   3.1779300e+05	   4.2167300e+05	   2.4895300e+05	
   9.5761700e+05	   6.1126000e+04	   7.5903200e+05	
   5.9621000e+05	   9.9969800e+05	   6.0158000e+04	
   5.8346700e+05	   6.7736000e+04	   7.0117800e+05	
   6.0164000e+05	   3.7976400e+05	   2.1305300e+05	
   8.7302300e+05	   1.3558800e+05	   8.2344900e+05	
   8.8526300e+05	   2.6759000e+05	   5.0049000e+05	
   4.3938600e+05	   6.2824900e+05	   1.9621700e+05	
   2.2696000e+04	   9.7541300e+05	   5.3227000e+05	
   1.8630000e+05	   9.5486700e+05	   4.7648000e+04	
   4.0649000e+04	   5.0478900e+05	   9.9269200e+05	
   7.6772000e+04	   7.5655100e+05	   8.2674500e+05	
   6.5890100e+05	   2.5114300e+05	   2.1944700e+05	
   1.8627600e+05	   3.4820900e+05	   9.7489400e+05	
   9.1184200e+05	   7.3664600e+05	   6.0410000e+03	
   7.3508200e+05	   8.4386000e+05	   2.9990000e+04	
   2.5471400e+05	   5.4753800e+05	   7.7214700e+05	
   4.8415400e+05	   5.0963100e+05	   7.2772100e+05	
   8.2605800e+05	   1.4823500e+05	   5.6819100e+05	
